# Copyright (C) 2025 by Curiosio
# Licensed under ECL (Educational Community License)

osm_id	name	country	area	bounding_box
4169387	Vilela, Seramil e Paredes Secas	Portugal	9.300562867625521	POLYGON((-8.35266596318522 41.6524851844442,-8.35266596318522 41.6890804898807,-8.29772627592024 41.6890804898807,-8.29772627592024 41.6524851844442,-8.35266596318522 41.6524851844442))
4169389	Ferreiros, Prozelo e Besteiros	Portugal	7.9278379692927725	POLYGON((-8.3864746210927 41.613188726891,-8.3864746210927 41.6464532316444,-8.33789604396512 41.6464532316444,-8.33789604396512 41.613188726891,-8.3864746210927 41.613188726891))
5628161	Cuide de Vila Verde	Portugal	4.1363777022780654	POLYGON((-8.42563395070999 41.7577889618508,-8.42563395070999 41.7836295311444,-8.38852458315185 41.7836295311444,-8.38852458315185 41.7577889618508,-8.42563395070999 41.7577889618508))
5628158	Boivães	Portugal	4.228736923477409	POLYGON((-8.471371649395 41.7471104172077,-8.471371649395 41.771722031858,-8.44067955072549 41.771722031858,-8.44067955072549 41.7471104172077,-8.471371649395 41.7471104172077))
5628173	Vade (São Tomé)	Portugal	1.7025241826715276	POLYGON((-8.4166297750449 41.7783262171875,-8.4166297750449 41.7890841384536,-8.39360493848434 41.7890841384536,-8.39360493848434 41.7783262171875,-8.4166297750449 41.7783262171875))
5713276	Boalhosa	Portugal	2.3668756883936375	POLYGON((-8.48985684719676 41.7271555365035,-8.48985684719676 41.7440063470055,-8.46147974636477 41.7440063470055,-8.46147974636477 41.7271555365035,-8.48985684719676 41.7271555365035))
5713274	Beiral do Lima	Portugal	8.657525763859418	POLYGON((-8.50632393417143 41.7421375178739,-8.50632393417143 41.7761704755103,-8.46634862628019 41.7761704755103,-8.46634862628019 41.7421375178739,-8.50632393417143 41.7421375178739))
5713286	Gandra	Portugal	3.768016428966815	POLYGON((-8.51009805371339 41.7718812880183,-8.51009805371339 41.7934809495823,-8.47816861849742 41.7934809495823,-8.47816861849742 41.7718812880183,-8.51009805371339 41.7718812880183))
5713298	Serdedelo	Portugal	6.442508863077985	POLYGON((-8.5474693557457 41.7375405468974,-8.5474693557457 41.7612903342634,-8.48011917118492 41.7612903342634,-8.48011917118492 41.7375405468974,-8.5474693557457 41.7375405468974))
4058017	Martim	Portugal	5.736208271481971	POLYGON((-8.53121223544554 41.5163635798205,-8.53121223544554 41.5515881926311,-8.49454241488979 41.5515881926311,-8.49454241488979 41.5163635798205,-8.53121223544554 41.5163635798205))
4058937	Pousa	Portugal	7.156867859930645	POLYGON((-8.53338440565295 41.5388280861539,-8.53338440565295 41.568375635945,-8.49596884717184 41.568375635945,-8.49596884717184 41.5388280861539,-8.53338440565295 41.5388280861539))
4161493	Parada de Gatim	Portugal	3.473206103704047	POLYGON((-8.54053525870737 41.6133331470826,-8.54053525870737 41.6270609442812,-8.50768725072263 41.6270609442812,-8.50768725072263 41.6133331470826,-8.54053525870737 41.6133331470826))
